time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-06-12T05:18:14.310Z,44.7825,-110.788,2.03,0.4,ml,7,212,0.04489,0.13,uu,uu60542021,2023-06-12T17:26:53.600Z,"22 km SSW of Mammoth, Wyoming",earthquake,0.76,10.2,0.307,2,reviewed,uu,uu
2023-06-12T05:06:22.210Z,38.824501,-122.7973328,2.85,0.73,md,10,75,0.01658,0.01,nc,nc73900251,2023-06-12T05:34:11.649Z,"6km NW of The Geysers, CA",earthquake,0.34,0.61,0.51,9,automatic,nc,nc
2023-06-12T05:04:13.570Z,38.8253333,-122.799,2.97,1.37,md,30,44,0.01758,0.03,nc,nc73900246,2023-06-14T03:13:13.524Z,"6km NW of The Geysers, CA",earthquake,0.17,0.27,0.166,26,reviewed,nc,nc
2023-06-12T05:03:27.350Z,33.8068333,-116.7811667,11.09,0.47,ml,16,170,0.08146,0.13,ci,ci40483680,2023-06-12T17:16:49.760Z,"9km NW of Idyllwild, CA",earthquake,0.44,0.34,0.009,3,reviewed,ci,ci
2023-06-12T04:58:01.975Z,31.67231719,-104.4193758,6.954223633,2.1,ml,18,56,0.009740259714,0.2,tx,tx2023lkji,2023-06-12T10:54:54.419Z,"55 km S of Whites City, New Mexico",earthquake,0.8531359409,0.7261375971,0.1,25,reviewed,tx,tx
2023-06-12T04:54:34.720Z,33.602,-116.8073333,6.56,0.32,ml,19,85,0.03702,0.11,ci,ci40483672,2023-06-12T17:13:16.047Z,"13km WNW of Anza, CA",earthquake,0.21,0.39,0.026,3,reviewed,ci,ci
2023-06-12T04:45:57.800Z,44.7998333,-110.9986667,6.91,0.63,ml,11,164,0.04085,0.09,uu,uu60542016,2023-06-12T13:14:26.380Z,"15 km ENE of Hebgen Lake Estates, Montana",earthquake,0.49,0.83,0.252,2,reviewed,uu,uu
2023-06-12T04:33:28.580Z,38.7933333,-122.7581667,3.54,1.5,md,33,49,0.01956,0.07,nc,nc73900241,2023-06-14T02:00:12.043Z,"2km N of The Geysers, CA",earthquake,0.19,0.35,0.219,28,reviewed,nc,nc
2023-06-12T04:29:53.054Z,31.68568389,-104.4135767,6.594311523,2.3,ml,37,55,0.0118080749,0.3,tx,tx2023lkik,2023-06-14T15:09:05.206Z,"54 km S of Whites City, New Mexico",earthquake,0.7994389606999999,0.6809593983999999,0.1,19,reviewed,tx,tx
2023-06-12T04:29:45.704Z,63.5282,-152.4625,0,2,ml,,,,1.3,ak,ak0237hn5m7e,2023-06-12T04:31:51.406Z,"36 km W of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-06-12T04:29:07.460Z,33.4521667,-116.4251667,8.64,0.62,ml,26,105,0.07105,0.15,ci,ci40483656,2023-06-12T17:09:42.163Z,"22km NNW of Borrego Springs, CA",earthquake,0.26,0.74,0.135,10,reviewed,ci,ci
2023-06-12T04:24:39.720Z,37.612,-122.4638333,7.92,1.41,md,45,56,0.03972,0.05,nc,nc73900236,2023-06-14T01:57:10.025Z,"2km E of Pacifica, CA",earthquake,0.13,0.21,0.288,37,reviewed,nc,nc
2023-06-12T04:21:24.430Z,33.7033333,-116.8088333,15.59,1.06,ml,32,101,0.0793,0.16,ci,ci40483648,2023-06-12T12:51:16.358Z,"9km ESE of Valle Vista, CA",earthquake,0.34,0.45,0.308,26,reviewed,ci,ci
2023-06-12T04:14:26.598Z,60.227,-139.6543,0,2.5,ml,,,,0.84,ak,ak0237hn2czn,2023-06-12T04:17:04.807Z,"75 km N of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-06-12T03:54:23.934Z,31.12328977,-103.7547688,8.419580078,1.9,ml,17,65,0.07224271007,0.2,tx,tx2023lkhf,2023-06-12T11:40:50.465Z,"15 km N of Balmorhea, Texas",earthquake,1.026184282,2.279632479,0.1,13,reviewed,tx,tx
2023-06-12T03:52:45.570Z,38.7926667,-122.764,2.86,1.11,md,32,74,0.0187,0.04,nc,nc73900231,2023-06-13T12:51:13.863Z,"2km NNW of The Geysers, CA",earthquake,0.16,0.44,0.186,25,reviewed,nc,nc
2023-06-12T03:48:31.770Z,38.7908333,-122.7631667,3.75,1.2,md,34,72,0.01948,0.06,nc,nc73900226,2023-06-13T12:25:12.693Z,"2km NNW of The Geysers, CA",earthquake,0.17,0.37,0.176,28,reviewed,nc,nc
2023-06-12T03:43:18.760Z,58.2358333333333,-155.1605,1.99,0.22,ml,4,141,,0.06,av,av91922966,2023-06-14T22:40:19.020Z,"85 km NNW of Karluk, Alaska",earthquake,0.29,1.72,0.238921252976064,4,reviewed,av,av
2023-06-12T03:34:31.920Z,35.7751667,-117.5811667,6.49,1.34,ml,18,128,0.153,0.11,ci,ci40483640,2023-06-12T17:36:02.464Z,"16km W of Searles Valley, CA",earthquake,0.27,0.74,0.253,11,reviewed,ci,ci
2023-06-12T03:34:31.660Z,37.5766667,-118.8363333,2.98,0.62,md,13,260,0.01452,0.07,nc,nc73900221,2023-06-12T21:46:01.468Z,"14km W of Toms Place, CA",earthquake,0.84,0.81,0.125,15,reviewed,nc,nc
2023-06-12T03:17:20.190Z,33.9286667,-117.0936667,15.28,0.9,ml,29,63,0.06837,0.18,ci,ci40483632,2023-06-12T16:18:50.572Z,"8km SSW of Calimesa, CA",earthquake,0.26,0.53,0.068,6,reviewed,ci,ci
2023-06-12T03:17:04.190Z,-7.315,130.1976,96.412,4.6,mb,28,129,2.79,0.64,us,us7000k7xe,2023-06-12T03:34:32.040Z,"Kepulauan Tanimbar, Indonesia",earthquake,9.17,7.68,0.105,27,reviewed,us,us
2023-06-12T03:11:03.010Z,38.777832,-122.7566681,1.28,0.95,md,9,134,0.0165,0.01,nc,nc73900211,2023-06-12T04:54:12.396Z,"0km NNW of The Geysers, CA",earthquake,0.3,0.67,0.18,8,automatic,nc,nc
2023-06-12T03:03:44.240Z,37.559,-118.8295,3.84,0.82,md,15,154,0.03097,0.04,nc,nc73900206,2023-06-12T05:21:13.568Z,"13km W of Toms Place, CA",earthquake,0.35,0.56,0.13,16,reviewed,nc,nc
2023-06-12T02:59:28.528Z,60.0593,-153.5933,167.8,2,ml,,,,0.33,ak,ak0237hm5580,2023-06-12T04:46:01.040Z,"41 km NE of Pedro Bay, Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-06-12T02:58:40.953Z,62.9517,-149.9977,81.2,1.8,ml,,,,0.49,ak,ak0237hm4ye7,2023-06-12T03:00:52.357Z,"56 km N of Chase, Alaska",earthquake,,0.6,,,automatic,ak,ak
2023-06-12T02:44:40.572Z,31.67506742,-104.4204778,6.440063477,2.2,ml,20,56,0.00698831294,0.2,tx,tx2023lkey,2023-06-12T10:07:51.309Z,"western Texas",earthquake,1.076926433,0.7920252394,0.1,25,reviewed,tx,tx
2023-06-12T02:39:21.065Z,37.3036,-115.2434,0,1.2,ml,14,153.24,0.184,0.2917,nn,nn00861126,2023-06-12T16:40:05.022Z,"9 km SW of Alamo, Nevada",earthquake,,0,0.17,8,reviewed,nn,nn
2023-06-12T02:31:57.220Z,51.9281666666667,179.585666666667,10.93,-0.2,ml,6,98,,0.27,av,av91922841,2023-06-14T22:22:28.860Z,"260 km W of Adak, Alaska",earthquake,1.5,1.32,0.30531439567711,6,reviewed,av,av
2023-06-12T02:20:18.710Z,34.0365,-116.8506667,20.39,1.17,ml,44,135,0.09079,0.15,ci,ci40483616,2023-06-12T15:57:01.347Z,"13km N of Banning, CA",earthquake,0.21,0.48,0.13,26,reviewed,ci,ci
2023-06-12T02:09:25.113Z,63.2379,-151.6612,8,1.5,ml,,,,0.87,ak,ak0237hluf33,2023-06-12T02:12:24.554Z,"33 km S of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-06-12T02:06:57.890Z,58.1761666666667,-155.290833333333,5,0.68,ml,5,197,,0.06,av,av91922786,2023-06-14T19:34:24.660Z,"Alaska Peninsula",earthquake,0.49,1.22,0.28721859292176,5,reviewed,av,av
2023-06-12T02:04:32.052Z,39.6146,-119.9693,6.5,2.4,ml,29,67.91,0.01,0.1682,nn,nn00861124,2023-06-12T15:51:09.138Z,"7 km S of Cold Springs, Nevada",earthquake,,0.9,0.14,9,reviewed,nn,nn
2023-06-12T01:49:47.590Z,33.2721667,-118.2315,9.71,1.63,ml,25,208,0.1062,0.29,ci,ci40483600,2023-06-12T13:25:04.894Z,"12km SE of Avalon, CA",earthquake,0.66,1.41,0.084,6,reviewed,ci,ci
2023-06-12T01:49:04.362Z,36.6539,-116.2721,7.1,1,ml,33,83.09,0.054,0.119,nn,nn00861122,2023-06-12T17:01:49.793Z,"51 km ESE of Beatty, Nevada",earthquake,,0.6,0.32,15,reviewed,nn,nn
2023-06-12T01:36:55.431Z,36.6524,-116.27,6.7,0.5,ml,11,94.99,0.056,0.0537,nn,nn00861121,2023-06-12T17:29:50.157Z,"52 km ESE of Beatty, Nevada",earthquake,,1.3,0.9,3,reviewed,nn,nn
2023-06-12T01:26:54.720Z,52.0993333333333,-176.199333333333,11.26,-0.32,ml,4,288,,0.14,av,av91107413,2023-06-14T21:30:17.440Z,"38 km NE of Adak, Alaska",earthquake,0.82,0.84,0.133626856470103,4,reviewed,av,av
2023-06-12T01:23:43.783Z,24.1392,143.0614,10,5,mww,124,81,10.869,0.94,us,us7000k7x0,2023-06-12T01:48:11.040Z,"Volcano Islands, Japan region",earthquake,7.34,1.858,0.075,17,reviewed,us,us
2023-06-12T01:11:01.790Z,35.3615,-98.0955,6.18,1.78,ml,29,85,0.082783755,0.4,ok,ok2023lkbv,2023-06-13T19:12:29.308Z,"14 km WSW of Union City, Oklahoma",earthquake,,1.1,0.39,4,reviewed,ok,ok
2023-06-12T01:08:54.040Z,58.1653333333333,-155.3245,2.66,1.34,ml,5,261,,0.08,av,av91922691,2023-06-14T21:42:30.850Z,"84 km NW of Karluk, Alaska",earthquake,0.58,0.47,0.2753923548016,5,reviewed,av,av
2023-06-12T01:04:24.990Z,58.4375,-154.752333333333,3.74,-0.08,ml,5,144,,0.08,av,av91922666,2023-06-14T21:23:58.580Z,"98 km N of Karluk, Alaska",earthquake,0.3,0.75,0.246914718117145,5,reviewed,av,av
2023-06-12T00:53:07.470Z,58.4343333333333,-154.744,3.42,-0.19,ml,4,151,,0.06,av,av91922641,2023-06-14T21:01:19.170Z,"Alaska Peninsula",earthquake,0.42,0.79,0.137682519354723,4,reviewed,av,av
2023-06-12T00:43:57.910Z,58.4293333333333,-154.753333333333,5.08,0.87,ml,11,150,,0.2,av,av91922621,2023-06-14T20:43:21.150Z,"Alaska Peninsula",earthquake,0.49,0.95,0.15106506355299,13,reviewed,av,av
2023-06-12T00:42:32.687Z,47.0317,-66.5996,5,2,mb_lg,16,66,0.442,0.33,us,us7000k7wx,2023-06-13T13:30:29.040Z,"New Brunswick, Canada",earthquake,2.54,2.003,0.228,5,reviewed,us,us
2023-06-12T00:39:01.670Z,58.4296666666667,-154.749666666667,5.11,-0.07,ml,5,153,,0.19,av,av91922611,2023-06-14T20:33:20.710Z,"Alaska Peninsula",earthquake,0.6,1.1,0.221078729840589,5,reviewed,av,av
2023-06-12T00:34:28.170Z,33.9628333,-116.845,20.16,0.77,ml,27,76,0.07044,0.17,ci,ci40483584,2023-06-12T13:15:49.783Z,"5km NE of Banning, CA",earthquake,0.27,0.69,0.069,4,reviewed,ci,ci
2023-06-12T00:28:58.770Z,51.7903333333333,-177.121166666667,10.85,0.12,ml,6,240,,0.08,av,av91107408,2023-06-14T20:36:47.080Z,"34 km WSW of Adak, Alaska",earthquake,1.17,0.73,0.34982378996492,6,reviewed,av,av
2023-06-12T00:27:40.400Z,58.4341666666667,-154.750666666667,4.61,0.51,ml,8,148,,0.11,av,av91922571,2023-06-14T20:23:11.590Z,"Alaska Peninsula",earthquake,0.45,0.5,0.196660791785322,8,reviewed,av,av
2023-06-12T00:26:05.740Z,38.7483333,-122.698,0.87,1,md,28,88,0.005814,0.06,nc,nc73900191,2023-06-12T04:27:14.223Z,"3km S of Anderson Springs, CA",earthquake,0.25,0.25,0.163,21,reviewed,nc,nc
2023-06-11T23:58:02.045Z,51.7693,-179.7268,90,2.6,ml,,,,0.52,ak,ak0237gb3mo4,2023-06-16T00:55:04.252Z,"213 km W of Adak, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-06-11T23:56:28.415Z,58.5898,-156.1939,175.5,3,ml,,,,0.86,ak,ak0237gb39cy,2023-06-16T00:55:04.020Z,"29 km ESE of King Salmon, Alaska",other event,,0.7,,,reviewed,ak,ak
2023-06-11T23:47:33.650Z,44.6441666666667,-114.3775,9.91,2.37,ml,19,95,0.3563,0.2,mb,mb90017668,2023-06-12T14:45:32.400Z,"19 km NW of Challis, Idaho",earthquake,0.47,0.85,0.278520659565732,33,reviewed,mb,mb
2023-06-11T23:44:08.192Z,51.4359,-176.1044,22.6,1.8,ml,,,,0.27,ak,ak0237gb0mzv,2023-06-16T00:55:03.823Z,"60 km SE of Adak, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-06-11T23:35:09.546Z,63.0483,-150.3493,110.4,1.4,ml,,,,0.55,ak,ak0237gayppm,2023-06-16T00:55:06.759Z,"65 km NNE of Petersville, Alaska",earthquake,,1,,,reviewed,ak,ak
2023-06-11T23:30:13.350Z,58.2028333333333,-155.343666666667,4.8,1.01,ml,7,262,,0.26,av,av91922491,2023-06-12T00:48:10.100Z,"88 km NW of Karluk, Alaska",earthquake,1.13,0.94,0.19503173647027,7,reviewed,av,av
2023-06-11T23:27:05.220Z,35.0463333,-117.6746667,-0.82,1.84,ml,27,48,0.1131,0.21,ci,ci40483560,2023-06-12T15:49:06.395Z,"6km NNW of Boron, CA",quarry blast,0.36,31.61,0.144,26,reviewed,ci,ci
2023-06-11T23:20:39.709Z,64.9837,-147.4125,0,0.8,ml,,,,0.61,ak,ak0237gavkc7,2023-06-16T00:55:03.440Z,"10 km ENE of Fox, Alaska",explosion,,0,,,reviewed,ak,ak
2023-06-11T23:20:14.789Z,51.6247,-175.3313,25.6,1.9,ml,,,,0.3,ak,ak0237gavijv,2023-06-16T00:55:03.619Z,"94 km ESE of Adak, Alaska",earthquake,,1.7,,,reviewed,ak,ak
2023-06-11T23:13:24.102Z,65.5104,-144.4006,8.6,1.3,ml,,,,0.72,ak,ak0237gau114,2023-06-16T00:55:03.241Z,"19 km ESE of Central, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-06-11T23:10:24.889Z,52.115,-178.5865,146.7,2.1,ml,,,,0.57,ak,ak0237gatdzs,2023-06-16T00:55:06.563Z,"136 km W of Adak, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-06-11T22:49:57.857Z,-6.6479,155.4774,255.188,4.5,mb,52,127,4.103,0.5,us,us7000k7ws,2023-06-12T20:57:24.040Z,"36 km S of Panguna, Papua New Guinea",earthquake,11.9,8.292,0.08,45,reviewed,us,us
2023-06-11T22:43:25.522Z,51.7969,175.0739,38.5,2.7,ml,,,,0.48,ak,ak0237gaf12g,2023-06-16T00:55:06.375Z,"173 km SE of Attu Station, Alaska",earthquake,,3,,,reviewed,ak,ak
2023-06-11T22:41:01.131Z,51.4444,-177.5524,16.4,1.3,ml,,,,0.54,ak,ak0237gaejr5,2023-06-16T00:55:06.183Z,"79 km SW of Adak, Alaska",earthquake,,1,,,reviewed,ak,ak
2023-06-11T22:40:54.042Z,62.7582,-152.2025,5,1.5,ml,,,,0.77,ak,ak0237gaeg3u,2023-06-16T00:55:03.021Z,"79 km WNW of Petersville, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-06-11T22:39:24.090Z,33.0321667,-116.419,9.88,1.13,ml,43,88,0.04781,0.18,ci,ci40483544,2023-06-12T15:44:09.370Z,"18km ESE of Julian, CA",earthquake,0.22,0.38,0.138,20,reviewed,ci,ci
2023-06-11T22:31:57.959Z,63.1113,-150.77,107,1.5,ml,,,,0.36,ak,ak0237gaciz7,2023-06-16T00:55:05.993Z,"67 km SE of Denali National Park, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-06-11T22:29:49.470Z,58.4871,-154.9713,106.2,2.5,ml,,,,0.52,ak,ak0237gac2w8,2023-06-16T00:55:02.789Z,"100 km ESE of King Salmon, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-06-11T22:29:24.346Z,38.6044,22.9285,10,4,mb,44,55,1.535,0.8,us,us7000k7wn,2023-06-12T20:40:25.040Z,"8 km SW of Atalánti, Greece",earthquake,4.39,1.933,0.138,14,reviewed,us,us
2023-06-11T22:21:43.100Z,17.9076666666667,-66.8311666666667,13.06,2.29,md,7,234,0.08116,0.08,pr,pr71413063,2023-06-11T22:38:57.180Z,"9 km S of Indios, Puerto Rico",earthquake,1.09,0.48,0.0328266966863384,4,reviewed,pr,pr
2023-06-11T22:18:54.362Z,51.7529,-179.9787,13.2,1.6,ml,,,,0.55,ak,ak0237ga9qe4,2023-06-16T00:55:05.805Z,"231 km W of Adak, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2023-06-11T21:53:22.212Z,51.9411,177.8689,4.8,2.5,ml,,,,0.48,ak,ak0237g9vqws,2023-06-16T00:55:02.589Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2023-06-11T21:44:07.618Z,64.5062,-150.6055,7.1,1.8,ml,,,,0.81,ak,ak0237g9trxd,2023-06-16T00:55:02.367Z,"55 km S of Manley Hot Springs, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-06-11T21:39:19.800Z,35.8038333,-121.473,3.69,1.6,md,29,201,0.1433,0.14,nc,nc73900171,2023-06-13T00:59:18.531Z,"26km SSE of Lopez Point, CA",earthquake,0.35,0.77,0.205,26,reviewed,nc,nc
2023-06-11T21:37:51.950Z,38.589,-112.5825,4.49,0.89,ml,7,177,0.108,0.04,uu,uu60542006,2023-06-12T17:03:43.210Z,"26 km SSW of Kanosh, Utah",earthquake,1.78,2.51,0.234,2,reviewed,uu,uu
2023-06-11T21:24:52.150Z,51.9472,-174.2447,99.9,3.3,ml,,,,0.62,ak,ak0237g9pl78,2023-06-16T00:55:02.118Z,"27 km S of Atka, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2023-06-11T21:19:30.030Z,64.753,-147.8531,7.7,1.5,ml,,,,0.61,ak,ak0237g9ogmd,2023-06-16T00:55:01.886Z,"7 km SSW of South Van Horn, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-06-11T20:58:54.160Z,58.1773333333333,-155.313333333333,1.91,0.37,ml,4,244,,0.04,av,av91922371,2023-06-11T22:25:51.000Z,"84 km NW of Karluk, Alaska",earthquake,0.65,0.58,0.215415561895648,4,reviewed,av,av
2023-06-11T20:41:23.840Z,33.5806667,-116.6131667,16.89,0.74,ml,31,43,0.02014,0.13,ci,ci40483512,2023-06-12T15:38:33.334Z,"6km ENE of Anza, CA",earthquake,0.18,0.33,0.15,16,reviewed,ci,ci
2023-06-11T20:35:23.413Z,-22.0201,-68.787,105.989,4.6,mwr,109,41,0.897,0.58,us,us7000k7w6,2023-06-11T21:10:33.040Z,"Antofagasta, Chile",earthquake,5.1,4.216,0.065,23,reviewed,us,us
2023-06-11T20:22:21.050Z,58.2186666666667,-155.094666666667,4.12,0.21,ml,4,110,,0.12,av,av91922331,2023-06-11T22:16:34.020Z,"81 km NNW of Karluk, Alaska",earthquake,0.86,2.15,0.129490236554799,4,reviewed,av,av
2023-06-11T20:20:08.472Z,31.67315695,-104.4312266,6.388647461,2.1,ml,13,83,0.008474514075,0.1,tx,tx2023ljsf,2023-06-15T11:34:42.372Z,"western Texas",earthquake,1.323387515,0.8907104363,0.1,19,reviewed,tx,tx
2023-06-11T20:20:08.281Z,31.67416977,-104.4172395,7.57121582,2.2,ml,31,69,0.009602562171,0.3,tx,tx2023ljsg,2023-06-14T15:45:49.169Z,"55 km S of Whites City, New Mexico",earthquake,0.9155818797,0.7949385943,0.1,14,reviewed,tx,tx
2023-06-11T20:17:27.079Z,35.36466667,-98.084,7.61,2.14,ml,98,30,0.07468534419,0.32,ok,ok2023ljsd,2023-06-13T00:45:03.014Z,"Oklahoma",earthquake,,0.5,0.23,20,reviewed,ok,ok
2023-06-11T20:09:38.470Z,38.73,-122.385,7.71,1.49,md,56,50,0.04516,0.14,nc,nc73900131,2023-06-12T03:33:12.891Z,"17km ESE of Hidden Valley Lake, CA",earthquake,0.16,0.47,0.191,48,reviewed,nc,nc
2023-06-11T20:07:20.350Z,58.22,-155.088333333333,4.25,1.32,ml,8,113,,0.08,av,av91922316,2023-06-11T22:14:21.130Z,"81 km NNW of Karluk, Alaska",earthquake,0.3,0.6,0.251256554593515,8,reviewed,av,av
2023-06-11T19:50:27.225Z,51.9475,178.5171,142.6,2.1,ml,,,,0.17,ak,ak0237g8o8ea,2023-06-16T00:55:05.629Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-06-11T19:26:25.750Z,33.6588333,-116.7278333,13.98,0.3,ml,13,104,0.04617,0.07,ci,ci40483496,2023-06-12T15:33:57.483Z,"9km S of Idyllwild, CA",earthquake,0.24,0.43,0.062,3,reviewed,ci,ci
2023-06-11T19:25:03.780Z,33.6481667,-116.7015,16.39,0.65,ml,16,80,0.06372,0.17,ci,ci40483488,2023-06-11T20:14:18.298Z,"10km S of Idyllwild, CA",earthquake,0.45,0.6,0.232,8,reviewed,ci,ci
2023-06-11T19:24:09.531Z,51.7021,-179.7154,81.4,2.1,ml,,,,0.4,ak,ak0237g8imh0,2023-06-16T00:55:01.650Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-06-11T19:23:46.590Z,33.475,-116.5588333,10.53,0.54,ml,19,112,0.04123,0.09,ci,ci40483480,2023-06-12T15:28:11.260Z,"14km SE of Anza, CA",earthquake,0.2,0.34,0.081,9,reviewed,ci,ci
2023-06-11T19:17:23.733Z,51.8544,-178.2308,8,1.7,ml,,,,0.57,ak,ak0237g8h55j,2023-06-16T00:55:01.430Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-06-11T19:11:08.436Z,61.4137,-147.7801,13.6,1.6,ml,,,,0.78,ak,ak0237g8ftxy,2023-06-16T00:55:01.199Z,"44 km S of Glacier View, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-06-11T19:10:04.100Z,38.8353348,-122.805336,1.92,1.03,md,13,60,0.0121,0.01,nc,nc73900076,2023-06-11T21:06:17.457Z,"7km WNW of Cobb, CA",earthquake,0.29,0.78,0.24,14,automatic,nc,nc
2023-06-11T19:05:25.430Z,51.7353333333333,179.753333333333,9.3,0.41,ml,5,339,,0.04,av,av91107288,2023-06-12T20:38:04.080Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,1.16,0.51,0.158480190889596,5,reviewed,av,av
2023-06-11T18:52:45.680Z,35.5723333,-118.2381667,4.35,1.13,ml,26,50,0.08735,0.12,ci,ci40483472,2023-06-12T15:21:24.224Z,"22km ESE of Lake Isabella, CA",earthquake,0.17,0.38,0.175,13,reviewed,ci,ci
2023-06-11T18:51:34.210Z,38.7878342,-122.7471695,1.31,1.19,md,15,84,0.009365,0.02,nc,nc73900061,2023-06-11T20:40:16.308Z,"1km NE of The Geysers, CA",earthquake,0.24,0.58,0.15,15,automatic,nc,nc
2023-06-11T18:50:03.299Z,35.35283333,-98.103,7.44,1.87,ml,59,58,0.09358163609,0.36,ok,ok2023ljph,2023-06-13T16:33:04.914Z,"15 km WNW of Minco, Oklahoma",earthquake,,0.7,0.17,7,reviewed,ok,ok
2023-06-11T18:50:01.660Z,64.5059,-147.1835,2.6,1.2,ml,,,,0.91,ak,ak0237g82qt0,2023-06-16T00:55:00.986Z,"13 km W of Salcha, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-06-11T18:48:43.263Z,51.5344,-176.3659,28.6,1.2,ml,,,,0.23,ak,ak0237g82eli,2023-06-16T00:55:05.447Z,"42 km SSE of Adak, Alaska",earthquake,,3,,,reviewed,ak,ak
2023-06-11T18:44:17.044Z,53.6058,-164.6003,5.7,2,ml,,,,0.48,ak,ak0237g81hpk,2023-06-16T00:55:05.253Z,"97 km SE of Akutan, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-06-11T18:41:16.933Z,53.5956,-164.5988,7.8,2,ml,,,,0.46,ak,ak0237g80ujx,2023-06-16T00:55:05.066Z,"97 km SE of Akutan, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2023-06-11T18:40:36.339Z,61.3372,-147.8693,6.2,1.6,ml,,,,0.56,ak,ak0237g80obb,2023-06-16T00:55:00.765Z,"53 km SSW of Glacier View, Alaska",other event,,0.3,,,reviewed,ak,ak
2023-06-11T18:30:54.984Z,64.5068,-147.1877,5.8,1.2,ml,,,,0.63,ak,ak0237g7yklo,2023-06-16T00:55:00.546Z,"13 km W of Salcha, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-06-11T18:22:30.638Z,-17.9067,-178.5219,581.438,4.3,mb,76,60,3.267,0.74,us,us7000k7vp,2023-06-11T18:49:55.040Z,"229 km E of Levuka, Fiji",earthquake,13.85,9.589,0.053,99,reviewed,us,us
2023-06-11T18:21:22.060Z,38.077,-119.0838333,9.5,1.69,md,32,42,0.1328,0.2,nc,nc73900056,2023-06-13T00:32:14.389Z,"14km NNE of Lee Vining, CA",earthquake,0.43,1.62,0.17,23,reviewed,nc,nc
2023-06-11T18:18:03.370Z,38.7993317,-122.7535019,2.67,0.76,md,7,171,0.005021,0.01,nc,nc73900046,2023-06-11T18:46:13.618Z,"2km N of The Geysers, CA",earthquake,0.61,1.35,0.04,8,automatic,nc,nc
2023-06-11T18:16:09.246Z,61.5612,-141.0686,3.6,1.2,ml,,,,0.5,ak,ak0237g7vgvp,2023-06-16T00:55:00.353Z,"Southern Alaska",earthquake,,0.4,,,reviewed,ak,ak
2023-06-11T18:07:09.990Z,33.1428333,-116.5276667,8.67,1.69,ml,58,32,0.08512,0.22,ci,ci40483448,2023-06-11T18:17:42.290Z,"10km NE of Julian, CA",earthquake,0.25,0.85,0.159,24,reviewed,ci,ci
2023-06-11T18:04:45.430Z,34.0411667,-117.0018333,13.16,0.99,ml,26,96,0.07568,0.12,ci,ci40483440,2023-06-11T20:13:18.466Z,"4km ENE of Yucaipa, CA",earthquake,0.21,0.52,0.118,13,reviewed,ci,ci
2023-06-11T17:52:35.440Z,51.6232,-174.8841,17.1,1.5,ml,,,,0.24,ak,ak0237g7ht94,2023-06-16T00:55:04.886Z,"79 km SW of Atka, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2023-06-11T17:50:42.490Z,38.0506667,-122.2146667,8.16,1.04,md,28,50,0.04286,0.13,nc,nc73900031,2023-06-13T22:23:20.775Z,"0km SW of Crockett, CA",earthquake,0.3,0.48,0.138,18,reviewed,nc,nc
2023-06-11T17:40:47.850Z,35.366,-98.08333333,6.7,1.64,ml,38,83,0.07288569734,0.34,ok,ok2023ljmz,2023-06-13T15:17:01.785Z,"13 km WSW of Union City, Oklahoma",earthquake,,0.7,0.2,6,reviewed,ok,ok
2023-06-11T17:11:44.090Z,38.7811667,-122.708,1.97,0.24,md,10,128,0.006768,0.04,nc,nc71130609,2023-06-12T21:46:14.440Z,"2km WNW of Anderson Springs, CA",earthquake,0.46,0.97,0.185,3,reviewed,nc,nc
2023-06-11T17:11:02.930Z,40.2186667,-121.1793333,0.23,2.3,md,26,44,0.03893,0.09,nc,nc73900021,2023-06-13T00:04:15.238Z,"0km NW of Almanor, CA",earthquake,0.28,0.37,0.179,41,reviewed,nc,nc
